[2631] 26 May 09:53:04 # Warning: 32 bit instance detected but no memory limit set. Setting 3.5 GB maxmemory limit with 'noeviction' policy now.
[2631] 26 May 09:53:04 * Server started, Redis version 2.4.14
[2631] 26 May 10:21:46 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:21:51 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:21:56 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:01 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:06 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:12 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:17 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:22 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:27 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:32 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:37 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:42 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:47 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:52 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:22:57 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:02 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:08 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:13 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:18 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:23 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:28 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:33 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:38 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:43 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:48 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:53 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:23:58 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:03 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:08 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:13 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:18 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:23 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:29 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:34 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:39 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:44 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:49 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:54 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:24:59 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:04 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:09 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:14 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:19 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:24 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:29 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:34 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:39 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:44 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:49 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:54 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:25:59 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:04 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:09 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:14 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:19 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:25 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:30 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:35 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:40 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:45 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:50 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:26:55 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:00 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:05 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:10 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:15 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:20 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:25 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:30 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:35 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:40 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:45 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:50 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:27:56 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:01 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:06 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:11 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:16 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:21 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:26 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:31 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:36 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:41 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:46 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:51 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:28:56 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:01 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:06 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:11 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:16 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:21 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:26 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:31 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:37 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:42 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:47 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:52 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:29:57 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:02 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:07 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:12 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:17 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:22 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:27 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:32 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:37 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:42 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:47 - 0 clients connected (0 slaves), 547532 bytes in use
[2631] 26 May 10:30:51 # Received SIGTERM, scheduling shutdown...
[2631] 26 May 10:30:51 # User requested shutdown...
[2631] 26 May 10:30:51 * Saving the final RDB snapshot before exiting.
[2631] 26 May 10:30:51 * DB saved on disk
[2631] 26 May 10:30:51 # Redis is now ready to exit, bye bye...
[1871] 26 May 10:51:45 # Warning: 32 bit instance detected but no memory limit set. Setting 3.5 GB maxmemory limit with 'noeviction' policy now.
[1871] 26 May 10:51:45 * Server started, Redis version 2.4.14
[1871] 26 May 10:51:45 # WARNING overcommit_memory is set to 0! Background save may fail under low memory condition. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
[1871] 26 May 10:51:45 * DB loaded from disk: 0 seconds
[1871] 26 May 10:51:45 * The server is now ready to accept connections on port 1860
[1871] 26 May 10:51:46 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:51:51 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:51:56 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:01 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:06 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:11 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:16 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:21 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:26 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:31 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:36 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:41 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:46 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:51 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:52:56 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:02 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:07 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:12 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:17 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:22 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:27 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:32 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:37 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:42 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:47 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:52 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:53:57 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:02 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:07 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:12 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:17 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:22 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:27 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:32 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:37 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:42 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:47 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:53 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:54:58 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:03 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:08 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:13 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:18 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:23 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:28 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:33 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:38 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:43 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:48 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:53 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:55:58 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:03 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:08 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:13 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:18 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:24 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:29 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:34 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:39 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:44 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:49 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:54 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:56:59 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:04 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:09 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:14 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:19 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:24 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:29 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:34 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:39 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:44 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:49 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:54 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:57:59 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:04 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:09 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:15 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:20 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:25 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:30 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:35 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:40 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:45 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:50 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:58:55 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:00 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:05 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:10 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:15 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:20 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:25 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:30 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:35 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:41 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:46 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:51 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 10:59:56 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:01 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:06 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:11 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:16 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:21 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:26 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:31 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:36 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:41 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:46 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:51 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:00:56 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:01 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:06 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:11 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:16 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:21 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:26 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:32 - 0 clients connected (0 slaves), 547532 bytes in use
[1871] 26 May 11:01:37 - 0 clients connected (0 slaves), 547532 bytes in use
